SYMBOL	ENTREZID	GENENAME	469Siglec9minus	469Siglec9plus	474Siglec9minus	474Siglec9plus	475Siglec9minus	475Siglec9plus	477Siglec9minus	477Siglec9plus	483Siglec9minus	483Siglec9plus	485Siglec9minus	485Siglec9plus
TRAT1	50852	T-cell receptor associated transmembrane adaptor 1	7512	4809	4079	7047	2333	1242	5774	15180	6618	2526	5427	6153
TRDMT1	1787	tRNA aspartic acid methyltransferase 1	1337	326	139	329	169	615	142	471	385	718	0	0
TRDN	10345	triadin	0	0	0	0	0	0	0	581	0	0	0	0
TREH	11181	trehalase	0	0	0	0	0	0	0	0	0	0	0	0
TREM1	54210	triggering receptor expressed on myeloid cells 1	0	1	0	0	0	0	0	0	3	0	0	0
TREM2	54209	triggering receptor expressed on myeloid cells 2	0	0	0	0	0	0	0	0	0	10	0	0
TREML1	340205	triggering receptor expressed on myeloid cells like 1	0	0	0	0	0	0	0	0	0	0	0	0
TREML2	79865	triggering receptor expressed on myeloid cells like 2	0	0	0	0	0	0	0	1	0	0	0	0
TREML3P	340206	triggering receptor expressed on myeloid cells like 3, pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
TREML4	285852	triggering receptor expressed on myeloid cells like 4	0	0	0	0	0	0	0	0	0	0	0	0
TREML5P	221438	triggering receptor expressed on myeloid cells like 5, pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
TRERF1	55809	transcriptional regulating factor 1	1591	2306	1214	1611	1280	310	238	2372	1469	576	991	600
TRERNA1	100887755	translation regulatory long non-coding RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
TREX1	11277	three prime repair exonuclease 1	0	371	0	129	0	10	0	0	0	2	0	0
TREX2	11219	three prime repair exonuclease 2	0	0	0	0	0	0	0	0	0	0	0	0
TRG-AS1	100506776	T-cell receptor gamma locus antisense RNA 1	689	1301	1126	307	419	152	309	894	225	799	47	6
TRH	7200	thyrotropin releasing hormone	0	0	0	0	0	0	0	0	0	0	0	0
TRHDE	29953	thyrotropin releasing hormone degrading enzyme	0	0	0	0	1	0	0	0	0	0	0	0
TRHDE-AS1	283392	TRHDE antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
TRHR	7201	thyrotropin releasing hormone receptor	0	0	0	0	0	0	0	0	0	0	0	0
TRIAP1	51499	TP53 regulated inhibitor of apoptosis 1	339	140	0	25	320	338	420	200	550	69	1	0
TRIB1	10221	tribbles pseudokinase 1	1209	1650	276	1298	796	510	808	2486	1185	199	169	3
TRIB2	28951	tribbles pseudokinase 2	428	677	667	780	1527	935	1465	621	740	397	1	660
TRIB3	57761	tribbles pseudokinase 3	0	0	1	0	0	0	0	0	0	0	0	0
TRIL	9865	TLR4 interactor with leucine rich repeats	0	0	0	0	0	0	0	0	0	0	573	0
TRIM10	10107	tripartite motif containing 10	0	0	0	0	0	0	0	0	0	0	0	0
TRIM11	81559	tripartite motif containing 11	258	142	304	53	444	0	245	449	2376	0	0	0
TRIM13	10206	tripartite motif containing 13	1111	991	493	141	292	273	124	794	1103	0	2	1
TRIM14	9830	tripartite motif containing 14	2299	569	356	1010	1144	469	29	542	579	1096	0	0
TRIM15	89870	tripartite motif containing 15	0	0	0	0	0	0	5	3	0	2	3	1
TRIM16	10626	tripartite motif containing 16	0	0	175	0	0	0	261	33	385	0	0	0
TRIM16L	147166	tripartite motif containing 16 like	0	0	0	0	0	0	0	42	0	0	0	0
TRIM17	51127	tripartite motif containing 17	0	0	0	0	0	0	0	0	0	0	0	0
TRIM2	23321	tripartite motif containing 2	0	13	148	0	1	0	176	0	920	1711	0	1
TRIM21	6737	tripartite motif containing 21	49	289	583	691	662	45	27	258	433	2	119	0
TRIM22	10346	tripartite motif containing 22	5229	5559	2328	3125	5581	1465	5333	3993	3052	2329	1472	1396
TRIM23	373	tripartite motif containing 23	503	473	458	1963	807	488	1237	325	221	418	1	480
TRIM24	8805	tripartite motif containing 24	956	858	425	1625	635	9	92	914	1198	1132	1237	1155
TRIM25	7706	tripartite motif containing 25	1132	613	1400	578	1247	906	2682	2046	1124	1032	1689	367
TRIM26	7726	tripartite motif containing 26	3189	2068	1183	1881	3516	1707	1475	2118	1700	765	368	2
TRIM27	5987	tripartite motif containing 27	998	320	59	8	286	2	1293	597	1	16	257	382
TRIM28	10155	tripartite motif containing 28	2311	1377	2701	3262	1345	420	2434	1577	2744	1837	749	259
TRIM29	23650	tripartite motif containing 29	0	0	0	0	0	50	0	0	0	0	0	0
TRIM3	10612	tripartite motif containing 3	0	69	0	1	1	0	370	88	106	457	0	3
TRIM31	11074	tripartite motif containing 31	0	0	0	0	0	0	0	0	0	0	0	0
TRIM31-AS1	104533120	TRIM31 antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM32	22954	tripartite motif containing 32	87	451	192	1	1043	123	439	373	0	0	0	0
TRIM33	51592	tripartite motif containing 33	6831	4229	4008	4730	4491	3100	2731	8997	2982	3894	2890	1882
TRIM34	53840	tripartite motif containing 34	0	0	0	0	0	0	0	0	0	0	0	0
TRIM35	23087	tripartite motif containing 35	537	416	3	108	185	99	35	588	858	0	284	6
TRIM36	55521	tripartite motif containing 36	0	2	0	1	1	506	0	0	0	0	1	0
TRIM37	4591	tripartite motif containing 37	2359	612	1560	902	1661	905	1334	952	642	1287	281	423
TRIM38	10475	tripartite motif containing 38	4083	4271	3666	3223	3500	1048	4363	4707	2567	882	944	628
TRIM39	56658	tripartite motif containing 39	1327	1035	2557	1691	2012	569	1739	3399	2982	2618	1713	1
TRIM39-RPP21	202658	TRIM39-RPP21 readthrough	0	0	0	0	0	0	0	0	0	0	0	0
TRIM4	89122	tripartite motif containing 4	568	853	1201	525	2012	788	208	5	629	738	73	2
TRIM40	135644	tripartite motif containing 40	0	0	0	0	0	0	0	0	0	0	0	0
TRIM41	90933	tripartite motif containing 41	333	363	305	248	224	572	522	195	131	3	514	1
TRIM42	287015	tripartite motif containing 42	0	0	0	0	0	0	0	0	0	2	0	0
TRIM43	129868	tripartite motif containing 43	0	0	0	0	0	0	0	0	0	0	0	0
TRIM43B	653192	tripartite motif containing 43B	0	0	0	0	0	0	0	0	0	0	0	0
TRIM44	54765	tripartite motif containing 44	1873	1130	2224	934	1830	525	1739	1833	2387	149	215	337
TRIM45	80263	tripartite motif containing 45	1	3	0	0	0	0	0	0	0	0	0	0
TRIM46	80128	tripartite motif containing 46	0	228	422	0	1	0	0	0	0	0	0	0
TRIM47	91107	tripartite motif containing 47	2	0	1	14	0	1	1	8	1	2	6	2
TRIM48	79097	tripartite motif containing 48	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49	57093	tripartite motif containing 49	0	0	0	0	0	4	0	0	0	0	0	0
TRIM49B	283116	tripartite motif containing 49B	0	1	1	0	0	3	0	0	0	0	0	0
TRIM49C	642612	tripartite motif containing 49C	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49D1	399939	tripartite motif containing 49D1	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49D2	729384	tripartite motif containing 49D2	0	0	0	0	0	0	0	0	0	0	0	0
TRIM5	85363	tripartite motif containing 5	606	626	90	180	80	0	898	88	716	650	0	0
TRIM50	135892	tripartite motif containing 50	0	0	0	0	0	0	0	0	0	0	0	0
TRIM51	84767	tripartite motif-containing 51	0	0	0	0	0	0	0	0	0	0	0	0
TRIM51HP	440041	tripartite motif-containing 51H, pseudogene	0	0	0	18	0	0	0	0	0	0	0	0
TRIM52	84851	tripartite motif containing 52	591	471	928	510	1351	57	716	1193	167	1491	104	1
TRIM52-AS1	100507602	TRIM52 antisense RNA 1 (head to head)	363	21	171	489	0	1	30	135	0	0	0	0
TRIM53AP	642569	tripartite motif containing 53A, pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
TRIM54	57159	tripartite motif containing 54	0	0	0	0	0	0	0	0	0	0	0	0
TRIM55	84675	tripartite motif containing 55	0	0	0	0	0	0	0	0	0	0	0	0
TRIM56	81844	tripartite motif containing 56	1158	2178	553	950	1758	431	1163	516	843	1049	293	2
TRIM58	25893	tripartite motif containing 58	0	0	0	2	6	0	0	0	0	0	0	0
TRIM59	286827	tripartite motif containing 59	768	491	546	91	329	45	320	1005	402	418	0	1
TRIM6	117854	tripartite motif containing 6	0	0	0	0	0	51	0	0	1	0	0	0
TRIM6-TRIM34	445372	TRIM6-TRIM34 readthrough	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60	166655	tripartite motif containing 60	0	1	0	0	0	0	0	0	0	1	0	0
TRIM61	391712	tripartite motif containing 61	0	0	0	0	0	0	0	0	0	0	0	0
TRIM62	55223	tripartite motif containing 62	146	488	489	468	233	297	212	10	301	0	564	1
TRIM63	84676	tripartite motif containing 63	0	1	0	0	0	0	0	0	0	0	0	0
TRIM64	120146	tripartite motif containing 64	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64B	642446	tripartite motif containing 64B	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64C	646754	tripartite motif containing 64C	0	0	0	0	0	0	0	0	0	0	0	0
TRIM65	201292	tripartite motif containing 65	120	237	1	0	1	0	329	1	343	0	0	0
TRIM66	9866	tripartite motif containing 66	308	535	18	0	586	0	2	18	894	31	0	4
TRIM67	440730	tripartite motif containing 67	0	0	0	0	0	0	0	0	0	0	0	0
TRIM68	55128	tripartite motif containing 68	420	50	257	28	0	87	1	22	0	2	0	0
TRIM69	140691	tripartite motif containing 69	132	120	181	0	0	0	69	112	0	0	1	0
TRIM7	81786	tripartite motif containing 7	0	0	0	0	0	232	0	0	0	0	0	0
TRIM71	131405	tripartite motif containing 71	0	0	0	0	0	0	0	0	0	0	0	0
TRIM72	493829	tripartite motif containing 72	0	0	0	0	41	0	0	0	0	0	0	0
TRIM73	375593	tripartite motif containing 73	0	0	0	0	0	0	0	0	0	0	0	0
TRIM74	378108	tripartite motif containing 74	0	0	0	0	0	0	0	0	0	0	0	0
TRIM77	390231	tripartite motif containing 77	0	0	0	0	0	0	0	0	0	0	0	0
TRIM8	81603	tripartite motif containing 8	326	573	885	625	1916	773	875	913	4	1390	1	29
TRIM9	114088	tripartite motif containing 9	0	0	85	1	0	0	4	1	1	0	0	0
TRIML1	339976	tripartite motif family like 1	0	0	0	0	0	0	0	0	0	0	1	0
TRIML2	205860	tripartite motif family like 2	0	0	0	0	0	0	0	0	0	0	0	0
TRIO	7204	trio Rho guanine nucleotide exchange factor	594	135	539	789	154	166	166	0	526	1	1	1
TRIOBP	11078	TRIO and F-actin binding protein	173	575	448	847	872	105	446	223	969	482	1104	0
TRIP10	9322	thyroid hormone receptor interactor 10	60	121	216	4	0	0	0	56	73	1359	0	0
TRIP11	9321	thyroid hormone receptor interactor 11	2059	1839	1857	1965	1758	853	17	3905	1807	1527	1181	1441
TRIP12	9320	thyroid hormone receptor interactor 12	9129	6596	5554	6372	6178	3223	4631	6494	5254	4771	3578	2176
TRIP13	9319	thyroid hormone receptor interactor 13	0	30	0	7	0	38	0	0	0	329	0	0
TRIP4	9325	thyroid hormone receptor interactor 4	297	277	517	213	322	66	387	450	223	459	858	0
TRIP6	7205	thyroid hormone receptor interactor 6	269	32	423	82	0	39	512	0	1023	265	498	0
TRIQK	286144	triple QxxK/R motif containing	0	0	0	0	0	0	0	0	0	0	0	0
TRIT1	54802	tRNA isopentenyltransferase 1	125	0	0	158	17	1	624	88	49	59	3	0
TRMT1	55621	tRNA methyltransferase 1	0	12	187	0	0	60	255	158	1	0	0	0
TRMT10A	93587	tRNA methyltransferase 10A	78	0	0	0	0	0	0	143	18	0	0	0
TRMT10B	158234	tRNA methyltransferase 10B	492	312	19	0	0	0	165	565	439	0	196	0
TRMT10C	54931	tRNA methyltransferase 10C, mitochondrial RNase P subunit	719	945	533	1570	1886	1100	414	2342	1067	1288	1	2
TRMT11	60487	tRNA methyltransferase 11 homolog	332	660	382	744	275	386	3	155	326	252	0	1
TRMT112	51504	tRNA methyltransferase subunit 11-2	1389	2090	1379	2212	3160	716	3398	3689	1872	1140	907	807
TRMT12	55039	tRNA methyltransferase 12 homolog	174	108	99	91	127	181	47	153	119	0	0	1
TRMT13	54482	tRNA methyltransferase 13 homolog	689	62	140	128	268	475	640	295	0	0	147	144
TRMT1L	81627	tRNA methyltransferase 1 like	144	193	268	24	497	8	442	386	866	712	2	0
TRMT2A	27037	tRNA methyltransferase 2 homolog A	3	47	81	30	196	0	0	0	0	0	0	0
TRMT2B	79979	tRNA methyltransferase 2 homolog B	699	320	744	0	703	2	690	659	0	69	0	28
TRMT44	152992	tRNA methyltransferase 44 homolog	51	32	404	164	0	55	0	0	0	0	1	0
TRMT5	57570	tRNA methyltransferase 5	510	121	0	51	369	0	2	60	1	7	0	0
TRMT6	51605	tRNA methyltransferase 6	503	74	925	569	632	50	587	515	292	737	0	38
TRMT61A	115708	tRNA methyltransferase 61A	0	0	0	0	0	96	0	68	0	1	0	0
TRMT61B	55006	tRNA methyltransferase 61B	439	141	3	169	185	6	196	314	5	33	8	291
TRMU	55687	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	0	311	0	109	162	0	423	36	459	0	0	0
TRNAU1AP	54952	tRNA selenocysteine 1 associated protein 1	0	95	375	291	0	0	3	373	0	716	256	0
TRNP1	388610	TMF1-regulated nuclear protein 1	0	0	0	0	1	0	0	0	0	0	0	0
TRNT1	51095	tRNA nucleotidyl transferase 1	208	255	223	73	24	1	333	386	0	1	1	0
TRO	7216	trophinin	0	0	0	33	0	0	0	208	0	0	0	0
TROAP	10024	trophinin associated protein	3	0	168	0	0	0	0	29	0	0	0	0
TROVE2	6738	TROVE domain family member 2	1277	1854	1487	2167	1813	1217	1443	2915	3449	1900	914	133
TRPA1	8989	transient receptor potential cation channel subfamily A member 1	0	0	0	0	0	1	0	0	0	0	205	0
TRPC1	7220	transient receptor potential cation channel subfamily C member 1	342	1	0	0	0	0	0	0	0	0	1	134
TRPC2	7221	transient receptor potential cation channel subfamily C member 2, pseudogene	0	0	0	0	0	0	0	0	0	0	0	1
TRPC3	7222	transient receptor potential cation channel subfamily C member 3	0	0	0	0	0	0	0	108	7	0	0	0
TRPC4	7223	transient receptor potential cation channel subfamily C member 4	0	0	0	0	0	0	0	0	0	0	0	0
TRPC4AP	26133	transient receptor potential cation channel subfamily C member 4 associated protein	3175	1749	1664	1096	936	567	2261	1054	1416	597	1195	1003
TRPC5	7224	transient receptor potential cation channel subfamily C member 5	0	108	0	0	0	0	0	0	0	0	0	1
TRPC5OS	100329135	TRPC5 opposite strand	0	0	0	0	0	0	0	0	0	0	0	0
TRPC6	7225	transient receptor potential cation channel subfamily C member 6	0	0	0	0	0	43	0	7	0	0	0	0
TRPC7	57113	transient receptor potential cation channel subfamily C member 7	0	0	0	0	0	31	0	0	0	0	0	0
TRPM1	4308	transient receptor potential cation channel subfamily M member 1	0	0	0	0	0	2	489	0	2	0	1	7
TRPM2	7226	transient receptor potential cation channel subfamily M member 2	0	23	0	130	0	0	272	0	0	0	472	0
TRPM2-AS	101928607	TRPM2 antisense RNA	0	0	0	0	0	0	0	0	0	0	0	0
TRPM3	80036	transient receptor potential cation channel subfamily M member 3	0	83	0	0	0	0	0	0	0	0	0	0
TRPM4	54795	transient receptor potential cation channel subfamily M member 4	0	0	0	0	0	0	0	0	14	0	0	0
TRPM5	29850	transient receptor potential cation channel subfamily M member 5	0	0	0	0	0	0	0	0	98	0	0	0
TRPM6	140803	transient receptor potential cation channel subfamily M member 6	0	3	0	1	0	0	0	0	0	0	1	1
TRPM7	54822	transient receptor potential cation channel subfamily M member 7	2709	4819	4797	5965	8506	2038	2909	5495	5246	2769	3282	1242
TRPM8	79054	transient receptor potential cation channel subfamily M member 8	0	0	0	0	3	0	0	0	0	7	0	0
TRPS1	7227	transcriptional repressor GATA binding 1	2665	2674	2251	5305	2068	1974	2573	3469	435	2252	1490	525
TRPT1	83707	tRNA phosphotransferase 1	518	257	5	634	0	0	1	227	221	0	0	0
TRPV1	7442	transient receptor potential cation channel subfamily V member 1	0	0	0	0	1	1	0	2	0	1	0	1
TRPV2	51393	transient receptor potential cation channel subfamily V member 2	1433	1530	1128	542	1052	326	2057	994	1327	1118	661	227
TRPV3	162514	transient receptor potential cation channel subfamily V member 3	0	110	1	0	0	0	0	0	0	0	0	0
TRPV4	59341	transient receptor potential cation channel subfamily V member 4	0	0	0	228	25	0	1	0	1	4	4	309
TRPV5	56302	transient receptor potential cation channel subfamily V member 5	0	0	0	0	0	0	1	0	0	0	0	0
TRPV6	55503	transient receptor potential cation channel subfamily V member 6	0	0	0	0	0	0	0	0	0	0	0	0
TRRAP	8295	transformation/transcription domain associated protein	5467	3543	3451	2547	3773	2837	2503	4012	3593	4021	5205	628
TRUB1	142940	TruB pseudouridine synthase family member 1	282	98	0	184	0	1	263	622	40	0	0	0
TRUB2	26995	TruB pseudouridine synthase family member 2	7	0	547	0	150	57	10	4	174	0	0	0
TRY2P	207147	trypsinogen-like pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
TSACC	128229	TSSK6 activating cochaperone	0	2	0	0	0	0	0	0	0	0	0	0
TSC1	7248	TSC complex subunit 1	724	979	950	984	892	545	672	621	746	612	587	1
TSC2	7249	TSC complex subunit 2	1182	312	668	124	304	24	112	627	22	5	0	634
TSC22D1	8848	TSC22 domain family member 1	704	1009	753	575	2319	994	293	16	327	1188	315	235
TSC22D1-AS1	641467	TSC22D1 antisense RNA 1	0	143	0	0	0	0	0	0	0	0	0	0
TSC22D2	9819	TSC22 domain family member 2	3391	4439	3086	3404	5066	1944	1731	4009	700	935	1080	7
TSC22D3	1831	TSC22 domain family member 3	10839	11733	10846	11747	13868	7683	10540	7348	9259	6960	4091	506
TSC22D4	81628	TSC22 domain family member 4	239	1050	111	529	575	1171	60	26	7	4	1	0
TSEN15	116461	tRNA splicing endonuclease subunit 15	36	354	113	116	0	23	587	561	753	8	32	0
TSEN2	80746	tRNA splicing endonuclease subunit 2	0	239	0	0	0	0	319	0	7	443	1	0
TSEN34	79042	tRNA splicing endonuclease subunit 34	7	245	0	0	0	0	0	0	3	318	1	1
TSEN54	283989	tRNA splicing endonuclease subunit 54	0	55	110	0	371	1089	397	503	346	731	0	0
TSFM	10102	Ts translation elongation factor, mitochondrial	43	441	62	115	52	0	1	606	626	535	0	0
TSG1	643432	tumor suppressor TSG1	0	0	0	0	0	0	0	0	0	0	0	1
TSG101	7251	tumor susceptibility 101	1157	1970	1473	1016	984	1058	1533	1786	974	1498	227	108
TSGA10	80705	testis specific 10	2	10	348	57	0	569	0	1	1	2	2	0
TSGA10IP	254187	testis specific 10 interacting protein	0	0	0	0	0	0	0	0	0	0	0	0
TSGA13	114960	testis specific 13	0	0	0	0	0	16	0	0	0	0	0	0
TSHB	7252	thyroid stimulating hormone beta	0	0	0	0	0	0	0	0	0	0	0	0
TSHR	7253	thyroid stimulating hormone receptor	0	0	0	0	0	0	0	0	0	0	0	0
TSHZ1	10194	teashirt zinc finger homeobox 1	1408	1842	2642	2806	3500	793	2504	2485	1876	2771	929	2257
TSHZ2	128553	teashirt zinc finger homeobox 2	261	153	129	170	557	430	493	8	59	523	894	1588
TSHZ3	57616	teashirt zinc finger homeobox 3	0	0	0	0	0	37	0	140	0	0	661	0
TSIX	9383	TSIX transcript, XIST antisense RNA	0	171	66	249	0	431	1	0	0	0	2	0
TSKS	60385	testis specific serine kinase substrate	0	0	0	0	0	0	1	0	0	0	0	0
TSKU	25987	tsukushi, small leucine rich proteoglycan	0	0	0	0	0	0	0	0	0	0	0	0
TSL	790953	testis-expressed, seven-twelve, leukemia	0	0	0	0	0	0	0	0	0	0	0	0
TSLP	85480	thymic stromal lymphopoietin	0	0	0	0	0	0	0	0	0	0	0	0
TSN	7247	translin	622	630	900	578	761	488	241	697	396	6	1586	536
TSNARE1	203062	t-SNARE domain containing 1	142	139	0	1	201	279	44	146	0	0	0	0
TSNAX	7257	translin associated factor X	270	529	842	686	0	584	28	561	278	1	0	0
TSNAX-DISC1	100303453	TSNAX-DISC1 readthrough (NMD candidate)	0	0	0	0	0	0	0	0	0	0	0	0
TSNAXIP1	55815	translin associated factor X interacting protein 1	0	37	0	0	0	0	0	0	0	0	0	0
TSPAN1	10103	tetraspanin 1	4	0	0	0	0	285	0	0	0	0	0	0
TSPAN10	83882	tetraspanin 10	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN11	441631	tetraspanin 11	202	0	0	0	0	0	0	0	0	0	2	0
TSPAN12	23554	tetraspanin 12	30	132	4	0	0	0	0	0	0	0	0	0
TSPAN13	27075	tetraspanin 13	1	281	1	0	68	176	0	316	238	233	81	0
TSPAN14	81619	tetraspanin 14	3217	3612	3153	4510	4074	647	2480	2647	4132	3967	1625	1231
TSPAN15	23555	tetraspanin 15	0	0	0	0	375	48	0	0	0	0	0	0
TSPAN16	26526	tetraspanin 16	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN17	26262	tetraspanin 17	113	360	637	135	890	469	1532	501	392	268	460	391
TSPAN18	90139	tetraspanin 18	192	33	214	172	425	0	0	59	809	0	0	0
TSPAN19	144448	tetraspanin 19	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN2	10100	tetraspanin 2	405	456	154	32	1563	140	381	225	21	0	1	0
TSPAN3	10099	tetraspanin 3	236	595	427	742	968	1353	1321	1354	1048	2112	1877	0
TSPAN31	6302	tetraspanin 31	147	117	472	262	78	0	735	75	505	0	13	354
TSPAN32	10077	tetraspanin 32	53	63	0	94	0	0	0	0	3	0	0	104
TSPAN33	340348	tetraspanin 33	0	0	108	0	785	0	0	1	0	0	0	0
TSPAN4	7106	tetraspanin 4	0	58	0	0	0	255	82	1	0	0	0	0
TSPAN5	10098	tetraspanin 5	204	599	448	78	564	0	485	86	44	550	626	2
TSPAN6	7105	tetraspanin 6	1	0	0	0	0	301	0	0	92	0	0	0
TSPAN7	7102	tetraspanin 7	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN8	7103	tetraspanin 8	0	0	0	0	2	76	1	0	0	0	2	1
TSPAN9	10867	tetraspanin 9	0	0	0	0	0	0	0	0	0	0	0	0
TSPEAR	54084	thrombospondin type laminin G domain and EAR repeats	0	0	0	0	0	0	0	0	0	0	0	0
TSPEAR-AS1	54082	TSPEAR antisense RNA 1	0	5	0	0	0	0	0	1	0	0	0	0
TSPEAR-AS2	114043	TSPEAR antisense RNA 2	0	0	0	0	0	0	0	0	0	0	0	0
TSPO	706	translocator protein	1	0	0	45	0	8	0	291	673	0	0	0
TSPO2	222642	translocator protein 2	0	0	0	0	0	0	0	0	0	0	0	0
TSPY1	7258	testis specific protein, Y-linked 1	0	0	0	0	0	0	0	0	0	0	0	0
TSPY10	100289087	testis specific protein, Y-linked 10	0	0	0	0	0	0	0	0	0	0	0	0
TSPY2	64591	testis specific protein, Y-linked 2	0	0	0	0	0	0	0	0	0	0	0	0
TSPY26P	128854	testis specific protein, Y-linked 26, pseudogene	0	73	0	0	0	0	0	0	0	0	0	0
TSPY3	728137	testis specific protein, Y-linked 3	0	0	0	0	0	0	0	0	0	0	0	0
TSPY4	728395	testis specific protein, Y-linked 4	0	0	0	0	0	0	0	0	0	0	0	0
TSPY8	728403	testis specific protein, Y-linked 8	0	0	0	0	0	0	0	0	0	0	0	0
TSPYL1	7259	TSPY like 1	1643	4532	3015	3791	5233	3465	2528	4169	5496	3490	1005	867
TSPYL2	64061	TSPY like 2	21004	9492	15192	7393	14586	10535	12243	6237	15057	10422	10538	601
TSPYL4	23270	TSPY like 4	740	325	594	1391	1994	83	691	661	1369	4	468	1
TSPYL5	85453	TSPY like 5	0	44	0	0	0	0	0	150	0	0	0	0
TSPYL6	388951	TSPY like 6	0	0	0	0	0	0	18	0	0	0	0	0
TSR1	55720	TSR1, ribosome maturation factor	952	1039	679	1354	881	255	746	1247	1028	437	341	856
TSR2	90121	TSR2, ribosome maturation factor	406	687	275	1004	793	460	77	801	407	595	569	424
TSR3	115939	TSR3, acp transferase ribosome maturation factor	682	226	43	388	516	447	138	267	1027	306	1	13
TSSC2	650368	tumor suppressing subtransferable candidate 2 pseudogene	0	0	0	0	0	0	0	0	0	0	0	0
TSSC4	10078	tumor suppressing subtransferable candidate 4	1	279	254	0	144	157	20	211	15	0	0	0
TSSK1B	83942	testis specific serine kinase 1B	0	0	0	0	0	0	0	0	0	0	0	0
TSSK2	23617	testis specific serine kinase 2	0	0	0	0	0	0	0	0	0	0	0	0
TSSK3	81629	testis specific serine kinase 3	0	0	0	0	0	0	0	0	0	0	0	0
TSSK4	283629	testis specific serine kinase 4	0	0	0	2	0	0	0	0	0	0	0	0
TSSK6	83983	testis specific serine kinase 6	0	0	0	20	0	0	0	0	0	1	0	2
TST	7263	thiosulfate sulfurtransferase	201	0	0	0	0	0	0	0	0	0	0	0
TSTA3	7264	tissue specific transplantation antigen P35B	383	329	630	293	93	666	421	136	42	468	174	0
TSTD1	100131187	thiosulfate sulfurtransferase like domain containing 1	469	683	905	569	667	863	263	457	260	47	108	0
TSTD2	158427	thiosulfate sulfurtransferase like domain containing 2	354	279	1016	620	1	507	382	353	941	649	17	0
TSTD3	100130890	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	4	153	182	0	0	0	215	33	0	0	0	0
TTBK1	84630	tau tubulin kinase 1	0	2	83	0	0	0	0	138	0	146	0	4
TTBK2	146057	tau tubulin kinase 2	1132	514	579	476	365	704	578	1069	30	1	27	46
TTC1	7265	tetratricopeptide repeat domain 1	539	397	575	1474	9	279	176	289	361	28	862	0
TTC12	54970	tetratricopeptide repeat domain 12	0	218	298	0	0	28	0	156	406	0	0	0
TTC13	79573	tetratricopeptide repeat domain 13	1206	579	633	785	1470	546	1068	612	999	368	0	639
TTC14	151613	tetratricopeptide repeat domain 14	2646	2320	1401	1012	3497	1820	1158	1628	2822	471	1164	11
TTC16	158248	tetratricopeptide repeat domain 16	534	13	122	0	7	0	1	2	0	0	0	0
TTC17	55761	tetratricopeptide repeat domain 17	2213	1644	2021	1065	1458	847	1286	3817	61	897	1196	1058
TTC19	54902	tetratricopeptide repeat domain 19	2250	1805	2374	2117	3545	1245	1264	1684	2903	4565	1990	190
TTC21A	199223	tetratricopeptide repeat domain 21A	0	0	290	0	0	0	254	0	0	0	0	0
TTC21B	79809	tetratricopeptide repeat domain 21B	770	1060	961	1140	1380	637	1899	632	12	186	1	1880
TTC21B-AS1	100506134	TTC21B antisense RNA 1	0	0	0	0	0	0	0	0	0	0	0	0
TTC22	55001	tetratricopeptide repeat domain 22	102	51	0	0	0	0	0	0	0	0	0	0
TTC23	64927	tetratricopeptide repeat domain 23	0	1	0	0	0	0	0	0	0	0	0	0
TTC23L	153657	tetratricopeptide repeat domain 23 like	0	0	0	0	0	0	0	0	0	0	0	0
TTC24	164118	tetratricopeptide repeat domain 24	3	381	0	7	0	88	96	96	35	0	0	0
TTC25	83538	tetratricopeptide repeat domain 25	0	1	2	2	1	0	2	126	2	3	0	2
TTC26	79989	tetratricopeptide repeat domain 26	159	0	1	0	0	0	8	2	1	0	11	0
TTC27	55622	tetratricopeptide repeat domain 27	82	546	88	454	251	244	357	504	2	2	0	190
TTC28	23331	tetratricopeptide repeat domain 28	0	0	0	22	300	1	323	0	239	0	1	0
TTC28-AS1	284900	TTC28 antisense RNA 1	1168	341	268	326	127	0	195	118	1162	0	0	0
TTC29	83894	tetratricopeptide repeat domain 29	0	0	0	0	0	0	0	0	0	0	0	0
TTC3	7267	tetratricopeptide repeat domain 3	6013	4787	6837	6669	8141	4006	8367	6486	4996	8255	1362	679
TTC30A	92104	tetratricopeptide repeat domain 30A	24	131	0	0	227	1	0	0	0	0	0	0
TTC30B	150737	tetratricopeptide repeat domain 30B	0	0	0	3	30	0	0	0	0	0	0	0
